,时间,公司名,轮次,金额,投资机构
5445,2017/7/13,日日煮,B轮,1亿人民币,阿里巴巴创业者基金
5446,2017/7/13,乐村淘,A+轮,1亿人民币,天赋资本
5447,2017/7/13,熊猫快收,Pre-A轮,数百万人民币,李如彬-姚劲波
5448,2017/7/12,Treep树旅行,天使轮,100万人民币,光涧实验室
5449,2017/7/12,绿城服务,IPO上市,未透露,未透露
5450,2017/7/12,马上金融,B轮,数亿人民币,物美
5451,2017/7/12,澳威激光,A轮,未透露,中科创星
5452,2017/7/12,光科全息,天使轮,未透露,未透露
5453,2017/7/12,269微管家,天使轮,1000万人民币,未透露
5454,2017/7/12,大面发行,A轮,未透露,顺为资本-小米科技-启创资本
5455,2017/7/12,未来无边界,种子轮,50万人民币,未透露
5456,2017/7/12,贝贝粒,天使轮,未透露,未透露
5457,2017/7/12,大姨妈,F轮-上市前,数千万人民币,上海近业投资
5458,2017/7/12,多牛互动传媒,新三板,1.05亿人民币,深创投-海尔
5459,2017/7/12,掌上宠吧,种子轮,未透露,未透露
5460,2017/7/12,Flowerplus花加,A+轮,数亿人民币,真格基金-远镜创投-光合创投(光合基金)-昆仲资本-璀璨资本
5461,2017/7/12,娃娃鱼动画,A轮,5000万人民币,阅文集团
5462,2017/7/12,海融易,A轮,2亿人民币,未透露
5463,2017/7/12,比财,A轮,6300万人民币,中科招商-第一东方
5464,2017/7/12,百思贷,A轮,数千万人民币,未透露
5465,2017/7/12,花作花草茶,Pre-A轮,180万人民币,未透露
5466,2017/7/12,礼物说,B+轮,数千万人民币,未透露
5467,2017/7/12,链尚国际,C轮,3000万美元,IDG资本-华创资本-华兴资本-峰尚资本
5468,2017/7/12,清听声学,A轮,2000万人民币,乾融创投
5469,2017/7/12,震坤行工业超市,B轮,3.6亿人民币,同创伟业-钟鼎创投
5470,2017/7/12,愚作,天使轮,数百万人民币,ONES-Ventures
5471,2017/7/12,中技克美,新三板,未透露,未透露
5472,2017/7/12,课窝教育,A轮,数千万人民币,澜亭资本
5473,2017/7/11,有子,种子轮,60万人民币,未透露
5474,2017/7/11,云数传媒,战略投资,未透露,深创投
5475,2017/7/11,朗合医疗,A轮,未透露,协立投资
5476,2017/7/11,中科致知,战略投资,8000万人民币,未透露
5477,2017/7/11,临风云,种子轮,数百万人民币,未透露
5478,2017/7/11,军武次位面,A轮,数千万人民币,IDG资本-真格基金-真成投资
5479,2017/7/11,小马智停,天使轮,200万人民币,未透露
5480,2017/7/11,思客智旅,天使轮,数千万人民币,未透露
5481,2017/7/11,美图秀秀,IPO上市后,8.7亿港元,未透露
5482,2017/7/11,Slamtec思岚科技,C轮,1.5亿人民币,信中利资本-国科投资-国家中小企业发展基金（国中创投）
5483,2017/7/11,三人行传媒,战略投资,数千万人民币,光控众盈新产业基金
5484,2017/7/11,氪空间,A+轮,数千万人民币,中民投
5485,2017/7/11,易瑾文化,新三板,未透露,未透露
5486,2017/7/11,华蒙星体育,种子轮,100万人民币,未透露
5487,2017/7/11,瑞达法考,战略投资,1.92亿人民币,正保远程教育
5488,2017/7/11,智成科技,天使轮,200万美元,未透露
5489,2017/7/11,好肉网,天使轮,未透露,未透露
5490,2017/7/11,SIA国际艺术教育,A轮,5000万人民币,清科创投-蓝湖资本-涌铧投资
5491,2017/7/11,校谱网,天使轮,100万人民币,未透露
5492,2017/7/11,商汤科技SenseTime,B轮,4.1亿美元,晨兴资本-鼎晖投资-TCL资本-盈峰资本-中金公司-赛领资本-基石资本-华兴新经济基金-尚珹资本-东证资本-招商证券-光际资本(IDG-光大)
5493,2017/7/10,快问中医,A轮,数千万人民币,广发乾和
5494,2017/7/10,奇育记MEET,天使轮,数千万人民币,宝宝树
5495,2017/7/10,思博睿培,天使轮,未透露,联创永宣-无穹创投
5496,2017/7/10,鱿鱼,天使轮,1500万人民币,未透露
5497,2017/7/10,海力特生物,B轮,3300万人民币,未透露
5498,2017/7/10,YI Tunnel图灵通诺,天使轮,数千万人民币,峰尚资本-百度风投
5499,2017/7/10,往迅互动,A轮,1000万人民币,未透露
5500,2017/7/10,美国亚米网,A轮,1000万美元,GGV纪源资本-险峰长青-新东方
5501,2017/7/10,知贝儿科,A轮,数千万人民币,红杉资本中国
5502,2017/7/10,传感器网,天使轮,数千万人民币,未透露
5503,2017/7/10,联宠,A轮,数亿人民币,清控银杏创投-国家中小企业发展基金（国中创投）
5504,2017/7/10,Wedo联合创业社,战略投资,未透露,优客工场
5505,2017/7/10,Airparking,Pre-A轮,数千万人民币,赛富基金
5506,2017/7/10,Versa,天使轮,600万人民币,真格基金-臻云创投
5507,2017/7/10,三厚科技《新经济100人》,A轮,1500万人民币,蓝驰创投-高榕资本-源码资本
5508,2017/7/10,易物研选,Pre-A轮,5000万人民币,华叶投资
5509,2017/7/10,秦学教育,A轮,数千万人民币,兴旺投资
5510,2017/7/9,冲浪科技,种子轮,数百万美元,未透露
5511,2017/7/9,Daily2fun范娱科技,天使轮,数千万人民币,星沅空间-平治信息
5512,2017/7/9,小筑设计,天使轮,数百万人民币,筑龙网
5513,2017/7/9,表情说说,天使轮,数百万人民币,众海投资
5514,2017/7/8,汉翔书法教育,A轮,数千万人民币,徐小平
5515,2017/7/8,久久基因,A轮,未透露,未透露
5516,2017/7/8,DeepCare,战略投资,数千万人民币,中关村发展集团
5517,2017/7/8,音熊联萌,天使轮,数千万人民币,阅文集团
5518,2017/7/8,千材网,战略投资,3000万人民币,未透露
5519,2017/7/8,OUTMAN淘汰郎,A轮,数千万人民币,创新工场-孝昌水木投资-真成投资
5520,2017/7/7,食范,天使轮,未透露,知咚
5521,2017/7/7,非凡传媒,新三板,6000万人民币,合一资本
5522,2017/7/7,韩尚食品,天使轮,数百万人民币,未透露
5523,2017/7/7,驴迹导游,A轮,2500万人民币,启赋资本
5524,2017/7/7,哇哇鱼网络科技,天使轮,数千万人民币,雷雨资本(微投VChello)-创享投资-人人游戏
5525,2017/7/7,华电智连Knowlink,A轮,未透露,天星资本
5526,2017/7/7,宏诚创新,天使轮,未透露,中科创星
5527,2017/7/7,声赫金服,A轮,未透露,华创资本
5528,2017/7/7,别墅工场,天使轮,300万人民币,未透露
5529,2017/7/7,猫又科技,种子轮,100万人民币,未透露
5530,2017/7/7,金纳,Pre-A轮,数千万人民币,华兴资本-蓝图创投
5531,2017/7/7,V.Photos云摄影,A轮,数千万人民币,青松基金
5532,2017/7/7,豪霆赛车,A轮,未透露,未透露
5533,2017/7/7,速递易,战略投资,4.16亿人民币,复星集团-菜鸟网络(阿里巴巴)
5534,2017/7/7,觅马出行,Pre-A轮,1000万人民币,未透露
5535,2017/7/7,创客星球,A+轮,数千万人民币,洪泰基金-辰海资本
5536,2017/7/7,医链科技,天使轮,数千万人民币,未透露
5537,2017/7/7,厦门国金,Pre-A轮,未透露,国家中小企业发展基金（国中创投）
5538,2017/7/7,蜂狂运动,天使轮,700万人民币,创享投资
5539,2017/7/7,大电竞,天使轮,800万人民币,韬蕴资本
5540,2017/7/7,大数金融,C轮,8亿人民币,红杉资本中国-春华资本Primavera-太盟投资集团(PAG)-光大资本
5541,2017/7/7,传梭智造,天使轮,数千万人民币,远望资本
5542,2017/7/7,晓羊教育,A轮,数千万人民币,阿米巴资本-云启资本
5543,2017/7/6,壁虎互助,A轮,未透露,唯猎资本
5544,2017/7/6,Airlango,Pre-A轮,数千万人民币,华创资本-真成投资
5545,2017/7/6,北京凌波微步,天使轮,未透露,轻舟资本
5546,2017/7/6,瀚海博兴生物,A轮,未透露,合肥高投
5547,2017/7/6,品斛堂,A轮,未透露,东方富海-华盖资本
5548,2017/7/6,易晨VR,Pre-A轮,未透露,创新谷Innovalley-启赋资本-红秀资本-薛蛮子-Wedo联合创业社
5549,2017/7/6,行装,Pre-A轮,数百万人民币,未透露
5550,2017/7/6,熊孩子,A轮,数千万人民币,琢石投资-博瑞德投资
5551,2017/7/6,小蓝科技,种子轮,数十万人民币,盛港投资
5552,2017/7/6,大格奥意传媒,天使轮,数百万人民币,丰厚资本
5553,2017/7/6,fplife指尖儿科技,天使轮,1028万人民币,未透露
5554,2017/7/6,大地影院,战略投资,7885万人民币,华谊兄弟
5555,2017/7/6,康凯科技CommSky,新三板,未透露,未透露
5556,2017/7/6,好扑区块链,天使轮,600万人民币,陶石资本
5557,2017/7/6,凯杰,A轮,1.75亿人民币,启明创投-新天域资本
5558,2017/7/6,众托帮,Pre-A轮,未透露,未透露
5559,2017/7/6,玉葡萄,天使轮,数百万人民币,杜均-火币网-赵东
5560,2017/7/6,食物优Xcener,A轮,数千万美元,芳晟股权投资基金-分布式资本
5561,2017/7/6,极光大数据,D轮,数千万美元,富达投资Fidelity-Investments
5562,2017/7/6,铝邦网,天使轮,1200万人民币,未透露
5563,2017/7/6,找船网,Pre-A轮,数百万人民币,未透露
5564,2017/7/6,城家公寓,Pre-A轮,5000万美元,IDG资本-华住酒店集团
5565,2017/7/6,信良记,A+轮,1.2亿人民币,钟鼎创投-峰瑞资本
5566,2017/7/6,青团社云地推,A+轮,1000万人民币,未透露
5567,2017/7/6,造作,B轮,2000万美元,IDG资本-真格基金-晨兴资本-今日资本-贝塔斯曼亚洲投资基金-虎童基金-元璟资本
5568,2017/7/6,ofo小黄车,E轮,7亿美元,阿里巴巴-DST-弘毅投资-中信产业基金-滴滴出行
5569,2017/7/6,Ufoto,A轮,数千万人民币,兰馨亚洲-互爱科技-燧石资本
5570,2017/7/5,卫蓝新能源,天使轮,未透露,启迪创投-武岳峰资本-海博思创
5571,2017/7/5,转圈,种子轮,未透露,桃李创投
5572,2017/7/5,西西里文化,A轮,未透露,寒武创投-云起资本
5573,2017/7/5,共元科技,天使轮,数百万人民币,创客总部-启迪种子
5574,2017/7/5,创客总部,A轮,未透露,德沃基金-凯风创投-中科创星
5575,2017/7/5,MAO Livehouse,Pre-A轮,数千万人民币,君联资本-太合音乐
5576,2017/7/5,三眼风控,天使轮,数百万人民币,未透露
5577,2017/7/5,企鹅童话,Pre-A轮,数千万人民币,腾讯-MFund魔量基金
5578,2017/7/5,SweetSelfie爱自拍,A轮,1亿人民币,兰馨亚洲-燧石资本-胡莱游戏
5579,2017/7/5,菲数科技flyslice,天使轮,1000万人民币,中科创星
5580,2017/7/5,T-Goal,天使轮,600万人民币,未透露
5581,2017/7/5,掌门1对1,C+轮,数亿人民币,Star-VC
5582,2017/7/5,即有分期,C轮,数亿人民币,未透露
5583,2017/7/5,乡伴文旅,Pre-A轮,数千万人民币,七熹投资
5584,2017/7/5,连心医疗,Pre-A轮,数百万美元,线性资本
5585,2017/7/5,铁马影业,天使轮,数百万人民币,薛蛮子(蛮子基金)
5586,2017/7/5,明师教育,C轮,1.19亿人民币,同创伟业-Morgan-Stanley摩根士丹利
5587,2017/7/5,国药网,A轮,1.2亿人民币,云锋基金-朗盛投资
5588,2017/7/5,几维安全,Pre-A轮,1000万人民币,宽带资本CBC
5589,2017/7/5,玖的VR,A轮,数千万人民币,久邦数码
5590,2017/7/5,轻课,A轮,3300万人民币,经纬中国-腾讯
5591,2017/7/5,商法通,天使轮,500万人民币,磁云科技
5592,2017/7/5,蚂蚁销客,天使轮,250万人民币,未透露
5593,2017/7/4,全设智能,天使轮,2000万人民币,华创资本-远瞻资本
5594,2017/7/4,新阳唯康Nycrist,天使轮,未透露,未透露
5595,2017/7/4,小咖coffee,天使轮,未透露,探针创投-水木资本-点滴关怀
5596,2017/7/4,美间,A轮,数千万人民币,启赋资本-沃富金信
5597,2017/7/4,信用先知,天使轮,未透露,陶石资本-寒武创投
5598,2017/7/4,帕克斯智能Park Plus,A轮,未透露,创享投资
5599,2017/7/4,格灵深瞳,B轮,未透露,真格基金-合力投资-Samsung-Ventures三星-复朴投资
5600,2017/7/4,蓝鲸教育,天使轮,数百万人民币,沪江教育-互桂基金-精锐教育-芥末堆
5601,2017/7/4,ZeeTea洪水猛兽,天使轮,数百万人民币,经纬中国-阿尔法公社
5602,2017/7/4,MEETCHAT迷巧,天使轮,未透露,陈宇
5603,2017/7/4,创迈医疗,天使轮,数百万人民币,庆芮资本
5604,2017/7/4,北京中科虹霸,战略投资,未透露,蚂蚁金服(阿里巴巴)
5605,2017/7/4,智柚科技,天使轮,数百万人民币,线性资本
5606,2017/7/4,找钢网,F轮-上市前,数亿人民币,中俄投资基金
5607,2017/7/4,洗衣盒子,天使轮,数百万人民币,未透露
5608,2017/7/4,洛克公园,B轮,数千万人民币,头头是道投资基金
5609,2017/7/4,老鬼生物,战略投资,1.6亿人民币,长江证券
5610,2017/7/4,易登网,A轮,数千万人民币,Recruit-Strategic-Partners
5611,2017/7/4,衬衣控,天使轮,800万人民币,未透露
5612,2017/7/4,磨铁图书,C轮,3亿人民币,中银粤财-五牛基金
5613,2017/7/4,优客工场,战略投资,2亿人民币,爱康创投
5614,2017/7/4,搜好货,天使轮,数千万人民币,未透露
5615,2017/7/4,长江广电文创,战略投资,3000万人民币,中南文化
5616,2017/7/4,红土航空,战略投资,数千万人民币,同程旅游
5617,2017/7/4,蚂蚁女王,A轮,2000万人民币,未透露
5618,2017/7/4,安畅网络,B轮,数千万人民币,同威创投
5619,2017/7/4,康众汽车配件,B+轮,5000万美元,基石资本-中金甲子
5620,2017/7/4,特斯联科技,A+轮,5亿人民币,IDG资本-中信产业基金-光际资本(IDG-光大)
5621,2017/7/3,互联星梦,A轮,未透露,金复资本-杭州璞程投资
5622,2017/7/3,最前台科技,天使轮,数千万人民币,名川资本-浩方创投
5623,2017/7/3,妖气山,A轮,未透露,完美世界
5624,2017/7/3,必示科技,天使轮,数百万人民币,明势资本-梅花天使创投-水木清华校友基金
5625,2017/7/3,星网全景,天使轮,300万人民币,微护照Weipass
5626,2017/7/3,百格,种子轮,数千万人民币,道生资本-吴彬
5627,2017/7/3,闪派社交,A轮,2000万人民币,未透露
5628,2017/7/3,红手指,B+轮,数千万人民币,百度公司
5629,2017/7/3,鑫科生物,新三板,未透露,未透露
5630,2017/7/3,嘉检医学,A轮,数千万人民币,中大创投-幂方资本
5631,2017/7/3,雷鸟科技,战略投资,4.5亿人民币,腾讯
5632,2017/7/3,婷婷姐姐,天使轮,2200万人民币,北极光创投-洪泰基金
5633,2017/7/3,趣酷互动传媒,Pre-A轮,数千万人民币,未透露
5634,2017/7/3,绘声科技,种子轮,数百万人民币,未透露
5635,2017/7/3,缤果盒子,A轮,1亿人民币,启明创投-GGV纪源资本-Ventech-China银泰资本-源码资本
5636,2017/7/3,SeeStory伊视可,B轮,数千万人民币,联合创投
5637,2017/7/3,红象云腾,Pre-A轮,1000万人民币,华耀资本
5638,2017/7/3,UDREAM优剪生活,A轮,数千万人民币,经纬中国
5639,2017/7/3,拼便宜,天使轮,数千万人民币,杭州胜辉投资
5640,2017/7/2,六膳门,A轮,未透露,经纬中国-九合创投
5641,2017/7/2,课课网络,天使轮,450万人民币,未透露
5642,2017/7/2,VUE Video,A轮,数百万美元,愉悦资本
5643,2017/7/2,扫货特卖APP,Pre-A轮,2000万人民币,真格基金-腾讯-优势资本
5644,2017/7/1,胜普电子,B轮,未透露,未透露
5645,2017/7/1,LinkFlow联否,天使轮,数百万美元,真格基金-光速中国
5646,2017/7/1,盗火者科技,天使轮,300万人民币,中科创星
5647,2017/7/1,奇讯医疗,天使轮,未透露,未透露
5648,2017/7/1,观安信息,A+轮,5400万人民币,联新资本-上海信投
5649,2017/7/1,汇提网,种子轮,数百万人民币,未透露
5650,2017/7/1,医智囊,天使轮,数百万人民币,未透露
5651,2017/7/1,易控电子,战略投资,未透露,国投创业
5652,2017/7/1,蜻报,天使轮,1500万人民币,未透露
5653,2017/7/1,酷练运动,天使轮,200万人民币,未透露
5654,2017/7/1,掌上快销,A轮,未透露,源码资本-龙珠资本(美团点评产业基金)
5655,2017/7/1,好物have,A+轮,数千万人民币,峰瑞资本
5656,2017/7/1,韩明智能,A轮,数千万人民币,弘卓资本
5657,2017/7/1,LOOKAIR,天使轮,未透露,普思资本-光源资本
5658,2017/7/1,车势科技,天使轮,1000万人民币,未透露
5659,2017/7/1,车位管家,A轮,未透露,未透露
5660,2017/7/1,精合数控,A轮,数千万人民币,华控基金-创想天使
5661,2017/7/1,鳍源科技,A轮,1200万人民币,天奇阿米巴创投
5662,2017/7/1,工匠派,种子轮,150万人民币,未透露
5663,2017/7/1,畅畅,天使轮,280万人民币,蓝杉创投
5664,2017/7/1,途鸽科技,A+轮,数千万美元,IDG资本
5665,2017/7/1,纳微科技,A轮,未透露,元生创投
5666,2017/7/1,医脉达,Pre-A轮,750万人民币,华耀资本
5667,2017/7/1,超急番,天使轮,未透露,未透露
5668,2017/7/1,环球捷汇,天使轮,未透露,未透露
5669,2017/7/1,比赛帮,天使轮,未透露,华创资本
5670,2017/7/1,祺鲲科技,B+轮,5000万人民币,凤凰财富
5671,2017/7/1,iMile,天使轮,数百万人民币,未透露
5672,2017/7/1,粒聚科技,Pre-A轮,1000万人民币,赛伯乐投资-阿里云
5673,2017/7/1,产品共创会,天使轮,未透露,黑马基金
5674,2017/7/1,佳光科技Encradar,天使轮,未透露,英诺天使基金
5675,2017/7/1,爱生华ISEEWOW,A轮,数千万人民币,朗玛峰创投
5676,2017/7/1,缴付通,天使轮,数百万人民币,千合资本
5677,2017/7/1,捧乐科技,A轮,1200万美元,红杉资本中国-蓝驰创投
5678,2017/7/1,VeeR VR,Pre-A轮,数百万人民币,线性资本
5679,2017/7/1,启蒙听听,Pre-A轮,数千万人民币,深创投-华业天成(华诺创投)-光谷人才基金
5680,2017/7/1,倍速出行PESU,天使轮,1000万人民币,未透露
5681,2017/7/1,景眭信息,A轮,数千万人民币,携程-景荣基金
5682,2017/7/1,海乐尔,A轮,数千万人民币,海丰至诚
5683,2017/7/1,领主世界,天使轮,未透露,泽清资本-同方创投-猎鹰创投
5684,2017/7/1,BEX区块链,天使轮,数千万人民币,比特基金BitFund.PE
5685,2017/7/1,我在家,A+轮,500万美元,今日资本-雲九资本
5686,2017/7/1,优迅医学,A轮,1.7亿人民币,险峰长青-深圳高特佳-中信国安集团
5687,2017/7/1,厚德商学院,Pre-A轮,数百万人民币,未透露
5688,2017/7/1,漂漂羽毛,天使轮,数千万人民币,梅花天使创投-顺丰速运
5689,2017/7/1,小二租车,A轮,3500万人民币,海航资本
5690,2017/6/30,海通机器人,A轮,数千万人民币,未透露
5691,2017/6/30,凯瑞得,B轮,数亿人民币,邦明资本
5692,2017/6/30,考考Mobi,种子轮,420万人民币,唐希勇
5693,2017/6/30,班联数城,天使轮,未透露,创源InnoSpring-鲁班软件
5694,2017/6/30,嘿漫科技,种子轮,300万人民币,厦门拉隆基金-蓝杉创投
5695,2017/6/30,海格德生物,A轮,数千万人民币,中兴合创-凯盈资本-深圳紫荆创投
5696,2017/6/30,咪鼠科技,A轮,数十万人民币,科大讯飞
5697,2017/6/30,优鲸健康,天使轮,数百万人民币,线性资本-集素资本
5698,2017/6/30,唐僧保,天使轮,未透露,未透露
5699,2017/6/30,公园盒子,Pre-A轮,数千万人民币,熊猫资本
5700,2017/6/30,迪萧环保,天使轮,数百万人民币,盛港投资
5701,2017/6/30,医物通,A轮,数千万人民币,京北投资
5702,2017/6/30,爱骑旅,天使轮,600万人民币,未透露
5703,2017/6/30,E企行,天使轮,数百万人民币,溪山天使会(西山天使会)-中航信托
5704,2017/6/30,北京雁阵科技,A轮,6000万人民币,未透露
5705,2017/6/30,MAGMODE名堂,B+轮,1500万美元,创新工场-凯辉基金
5706,2017/6/30,果小美,天使轮,数百万人民币,IDG资本-峰瑞资本-孟醒(雕爷)-罗希
5707,2017/6/30,青松云安全,B轮,数千万人民币,英华资本
5708,2017/6/30,JusHunter甄仕咨询,天使轮,数千万人民币,未透露
5709,2017/6/30,活动行,A+轮,数千万人民币,腾讯-Recruit-Strategic-Partners-优客工场
5710,2017/6/30,友宝Ubox,战略投资,5.3亿人民币,凯雷亚洲基金-海尔
5711,2017/6/30,和谐汽车,战略投资,2.8亿人民币,未透露
5712,2017/6/30,杰米电单,天使轮,1000万人民币,未透露
5713,2017/6/30,触控未来,天使轮,1000万人民币,东方汇富-乾然资本-UCCVR
5714,2017/6/30,点雇网,天使轮,600万人民币,帮实资本
5715,2017/6/30,找钢网,F轮-上市前,2.2亿人民币,华兴新经济基金-京西创投(首钢基金)
5716,2017/6/30,再鼎医药,C轮,3000万美元,OrbiMed奥博资本-维梧资本Vivo-Capital
5717,2017/6/30,巴图鲁汽配铺,C轮,1亿美元,华平投资-钟鼎创投
5718,2017/6/30,小虫科技,Pre-A轮,4000万人民币,苏河汇-天鸽互动-博汇源创投-探针创投
5719,2017/6/30,山天大蓄,新三板,未透露,未透露
5720,2017/6/29,泛亚航运,A轮,未透露,复星集团
5721,2017/6/29,优辉康生物,天使轮,未透露,广州科技风投-若沐资本
5722,2017/6/29,toyplus玩具家,种子轮,100万人民币,未透露
5723,2017/6/29,美爆抓抓,种子轮,500万人民币,未透露
5724,2017/6/29,全球猎手,天使轮,数千万人民币,未透露
5725,2017/6/29,上海亿量,天使轮,未透露,远望资本-天使客
5726,2017/6/29,知识圈,天使轮,数百万人民币,云天使基金
5727,2017/6/29,买卖宝,战略投资,数亿美元,京东
5728,2017/6/29,WhatYouNeed,天使轮,600万人民币,腾讯-华人文化产业基金
5729,2017/6/29,哈罗单车,B+轮,数亿人民币,威马汽车
5730,2017/6/29,迷彩派,Pre-A轮,1000万人民币,魔豆工坊
5731,2017/6/29,加糖,Pre-A轮,1000万人民币,京基资本(京基集团)
5732,2017/6/29,创而新,A轮,数千万人民币,三诺集团
5733,2017/6/29,媒体星球,天使轮,300万人民币,未透露
5734,2017/6/29,华医英诺,天使轮,未透露,重山资本
5735,2017/6/29,ToBox,A+轮,未透露,顺为资本
5736,2017/6/29,彩色铅笔动漫,Pre-A轮,未透露,未透露
5737,2017/6/29,中移电力,天使轮,300万人民币,未透露
5738,2017/6/29,新脑力,战略投资,未透露,未透露
5739,2017/6/29,乔家大院,新三板,未透露,未透露
5740,2017/6/29,优尼客美居,种子轮,数百万人民币,未透露
5741,2017/6/29,爱宠医生,A轮,数千万人民币,上海中金资本-探针创投
5742,2017/6/28,只有一个,A轮,未透露,青锐创投
5743,2017/6/28,潮汐车锁,A轮,未透露,德迅投资
5744,2017/6/28,居乐屋,A+轮,数千万人民币,英诺天使基金
5745,2017/6/28,联保云,A轮,未透露,联想创投集团
5746,2017/6/28,一犬一话,A轮,未透露,长石资本
5747,2017/6/28,包租婆,天使轮,数百万人民币,未透露
5748,2017/6/28,好专业网,A轮,数千万人民币,华盖资本
5749,2017/6/28,心路雷达,种子轮,80万人民币,未透露
5750,2017/6/28,天空之城影业,天使轮,数千万人民币,达晨创投-清流资本-高瓴资本
5751,2017/6/28,金史密斯,A轮,数千万人民币,开物投资-京东金融千树资本
5752,2017/6/28,个推,E轮,未透露,百度公司
5753,2017/6/28,星哲嘉瑞,天使轮,1500万人民币,未透露
5754,2017/6/28,中科华联,IPO上市后,数千万人民币,天创资本
5755,2017/6/28,Roadstar.ai,天使轮,1000万美元,Ventech-China银泰资本-云启资本-耀途资本-远望资本-七熹投资
5756,2017/6/28,NewBanker,Pre-A轮,2500万人民币,经纬中国
5757,2017/6/28,香蕉体育,A轮,3000万人民币,北极光创投
5758,2017/6/28,融云即时通讯云,B轮,1亿人民币,天星资本-金浦投资
5759,2017/6/28,爱空间,C轮,2.16亿人民币,国美资本
5760,2017/6/28,优读学院,战略投资,未透露,研途宝
5761,2017/6/28,中农网,战略投资,3.07亿人民币,卓尔集团
5762,2017/6/28,皮影客,A轮,1700万人民币,蓝象资本(未来工场)-正保远程教育
5763,2017/6/28,博识医疗云,A轮,数千万人民币,经纬中国
5764,2017/6/28,蛋壳公寓,A+轮,数亿人民币,开物投资-愉悦资本-优客工场
5765,2017/6/28,爱拼机,B+轮,1亿人民币,华映资本-世纪资本
5766,2017/6/27,中创为量子,A轮,未透露,未透露
5767,2017/6/27,优玖,A轮,未透露,凌越资本-东部资本(东部众创)
5768,2017/6/27,爱员工,A+轮,未透露,启赋资本-广发信德-薛蛮子-王刚
5769,2017/6/27,盘古运营,A轮,未透露,赛富基金
5770,2017/6/27,博慕传媒,Pre-A轮,未透露,原子创投-娱乐工场
5771,2017/6/27,汇卡网,A轮,数千万人民币,东方富海-国信证券-盛势资本Sunrise
5772,2017/6/27,51零食,天使轮,300万人民币,未透露
5773,2017/6/27,衣川文化杜绍斐,A+轮,数千万人民币,腾讯
5774,2017/6/27,厦门神州鹰,C+轮,数亿人民币,新东方-赛伯乐投资-鸿坤亿润投资
5775,2017/6/27,肖十二动漫,天使轮,未透露,广东温度创投
5776,2017/6/27,小鹿叮叮纸尿裤,B轮,数千万人民币,顺为资本-三行资本
5777,2017/6/27,银河酷娱火星情报局,B轮,2亿人民币,云锋基金-优酷土豆-合一集团-洪泰基金
5778,2017/6/27,康沁药业,新三板,未透露,未透露
5779,2017/6/27,朗进科技,新三板,未透露,未透露
5780,2017/6/27,京泉华科技,IPO上市,未透露,未透露
5781,2017/6/27,管车所,天使轮,数千万人民币,吴世春
5782,2017/6/27,火橙加速器,A轮,数千万人民币,时尚传媒(时尚资本)-天使成长营AC加速器
5783,2017/6/27,稀土掘金,A轮,2000万人民币,明势资本-伯藜创投-尚势资本
5784,2017/6/27,高翔通航,新三板,未透露,未透露
5785,2017/6/27,蜜蜂停车,A+轮,4000万人民币,盛势资本Sunrise
5786,2017/6/26,秀美甲APP,B+轮,未透露,信中利资本
5787,2017/6/26,华科泰,C轮,未透露,辰德资本
5788,2017/6/26,华制国际,B轮,未透露,达晨创投
5789,2017/6/26,快易检,A轮,数千万人民币,软银中国
5790,2017/6/26,轩途科技,A轮,未透露,中路资本-千合资本
5791,2017/6/26,华世洁环保,B轮,未透露,天创资本
5792,2017/6/26,乐邑文化,天使轮,数百万人民币,薛蛮子(蛮子基金)
5793,2017/6/26,贝尔生物,战略投资,未透露,达晨创投-光谷人才基金
5794,2017/6/26,虫虫吃单词,Pre-A轮,200万美元,未透露
5795,2017/6/26,智拍秀,天使轮,500万人民币,杭州胜辉投资
5796,2017/6/26,邻老板,A轮,1亿人民币,高朋资本
5797,2017/6/26,亿联控股,战略投资,数千万人民币,华峰资本
5798,2017/6/26,英翼传媒,B+轮,未透露,招商局资本-前海母基金
5799,2017/6/26,金微蓝,天使轮,数百万人民币,京东金融
5800,2017/6/26,多多印,天使轮,600万人民币,金光紫金股权投资基金
5801,2017/6/26,F5未来商店,A+轮,3000万人民币,创新工场-创大资本
5802,2017/6/26,解放区,战略投资,数千万人民币,团贷网
5803,2017/6/26,莱杯咖啡,Pre-A轮,数千万人民币,真格基金-梅花天使创投
5804,2017/6/26,今借到,A轮,2000万人民币,盈动资本
5805,2017/6/26,云汇天下,Pre-A轮,1500万人民币,晨兴资本-迅雷网络
5806,2017/6/26,唐吉诃德,Pre-A轮,数千万人民币,丹华资本
5807,2017/6/26,e代理,A+轮,数千万美元,险峰长青-光速中国-中国先锋金融集团-雲九资本-新光创投
5808,2017/6/26,绎维F-One,A轮,3000万人民币,红杉资本中国
5809,2017/6/26,扩博智能,A轮,未透露,GGV纪源资本
5810,2017/6/26,迪英加,天使轮,1500万人民币,杭州锦江集团-将门创投
5811,2017/6/25,千聊,Pre-B轮,1000万人民币,腾讯
5812,2017/6/25,行动1号,种子轮,未透露,在直播
5813,2017/6/25,感控工作间,天使轮,500万人民币,湖南高新创投集团
5814,2017/6/24,销售罗盘,A轮,2000万人民币,用友幸福投资-天鹰资本-复祥投资-新道科技
5815,2017/6/23,思源通科技,A轮,未透露,无穹创投
5816,2017/6/23,慧狮科技,天使轮,未透露,腾讯-英诺天使基金
5817,2017/6/23,palmax,A轮,未透露,险峰长青
5818,2017/6/23,华安鑫创,A轮,数千万人民币,联创永宣
